# Data format: "%int(ChipTimeUS) %float(CorrectedAccelX),%float(CorrectedAccelY),%float(CorrectedAccelZ)"
348796998 0.90572,0.26945,-0.09792
348801815 0.90435,0.27464,-0.09993
348806389 0.89599,0.27670,-0.10457
348811210 0.89454,0.27830,-0.09965
348815779 0.88921,0.27932,-0.10160
348820354 0.88189,0.28376,-0.10307
348825179 0.87475,0.28428,-0.10450
348829753 0.87158,0.28332,-0.10546
348834573 0.87026,0.28173,-0.10027
348839143 0.87057,0.27978,-0.10050
348844440 0.86707,0.28098,-0.09975
348849008 0.87006,0.28053,-0.09017
348853828 0.86539,0.27678,-0.08715
348858399 0.86664,0.27451,-0.08419
348862969 0.86509,0.27805,-0.07781
348867784 0.86370,0.27819,-0.07313
348872354 0.86718,0.27733,-0.06749
348877172 0.86712,0.27843,-0.06208
348881741 0.87081,0.27275,-0.05984
348886561 0.86818,0.26940,-0.05266
348891134 0.87259,0.26845,-0.05391
348895705 0.88149,0.25939,-0.05364
348900525 0.88344,0.25148,-0.05063
348905093 0.89328,0.25256,-0.05513
348910392 0.89588,0.25625,-0.05542
348914962 0.90137,0.26210,-0.05403
348919783 0.90183,0.26227,-0.06167
348924354 0.90630,0.25985,-0.06266
348928926 0.90517,0.25415,-0.05989
348933745 0.90601,0.25591,-0.06188
348938317 0.90864,0.26430,-0.06468
348943135 0.91171,0.26778,-0.06670
348947701 0.91257,0.26935,-0.07115
348952520 0.91378,0.26788,-0.07114
348957088 0.91106,0.27256,-0.07215
348961657 0.91712,0.27061,-0.07266
348966476 0.91516,0.26794,-0.07361
348971047 0.91436,0.27069,-0.07609
348976346 0.91720,0.27400,-0.07073
348980917 0.91671,0.26402,-0.07359
348985738 0.91811,0.26348,-0.07162
348990308 0.91874,0.26494,-0.07115
348995127 0.91515,0.25216,-0.06953
348999696 0.91860,0.25211,-0.06709
349004264 0.91546,0.25557,-0.06858
349009080 0.91610,0.25136,-0.06658
349013648 0.91810,0.24759,-0.06213
349018461 0.91651,0.24709,-0.06162
349023026 0.91902,0.24722,-0.05672
349027839 0.92062,0.24203,-0.05447
349032402 0.92440,0.23956,-0.05373
349036967 0.92484,0.23998,-0.05029
349041783 0.92667,0.24026,-0.05178
349046830 0.92636,0.24733,-0.05037
349051643 0.92755,0.24091,-0.04786
349056208 0.92952,0.24844,-0.04499
349061022 0.92628,0.24377,-0.04443
349065587 0.93120,0.24662,-0.04031
349070150 0.92849,0.24565,-0.04053
349074970 0.92276,0.24516,-0.04098
349079542 0.92200,0.25229,-0.04202
349084363 0.91892,0.24914,-0.04345
349088936 0.91751,0.25503,-0.04399
349093761 0.91439,0.25286,-0.04592
349098338 0.90942,0.25098,-0.04931
349102914 0.90787,0.24976,-0.04978
349107741 0.91145,0.24149,-0.05268
349112794 0.90673,0.24456,-0.05834
349117617 0.90835,0.23928,-0.06347
349122190 0.90503,0.23641,-0.06687
349127016 0.90216,0.23369,-0.06584
349131594 0.90035,0.23303,-0.06927
349136419 0.90079,0.22817,-0.07119
349140996 0.90008,0.22867,-0.07169
349145570 0.89491,0.22625,-0.07335
349150396 0.89825,0.22875,-0.07512
349154970 0.89441,0.23240,-0.07414
349159797 0.89862,0.23072,-0.07588
349164374 0.90049,0.22996,-0.07465
349169202 0.90274,0.23115,-0.07271
349173777 0.90598,0.23066,-0.07273
349178831 0.90532,0.22988,-0.07075
349183654 0.90787,0.22908,-0.06780
349188229 0.91339,0.22356,-0.06164
349193056 0.91704,0.21854,-0.05645
349197637 0.92176,0.22095,-0.05429
349202462 0.92145,0.21749,-0.05327
349207041 0.92182,0.21938,-0.04984
349211611 0.92801,0.21431,-0.04221
349216431 0.93409,0.21186,-0.04173
349221005 0.93554,0.22603,-0.03990
349225826 0.93060,0.23386,-0.03920
349230399 0.93627,0.20352,-0.03036
349235223 0.94122,0.21098,-0.02406
349239797 0.93427,0.24953,-0.02731
349245099 0.92852,0.23346,-0.02123
349249672 0.93330,0.21846,-0.01891
349254240 0.92730,0.24565,-0.01862
349259060 0.92525,0.22921,-0.01772
349263628 0.93020,0.21575,-0.01837
349268448 0.92240,0.23680,-0.01753
349273015 0.92431,0.21914,-0.01689
349277832 0.92446,0.22638,-0.02261
349282400 0.91946,0.22010,-0.02695
349286969 0.92266,0.21521,-0.02742
349291791 0.91987,0.21064,-0.03130
349296365 0.91813,0.21389,-0.03452
349301189 0.91881,0.20878,-0.03620
349305764 0.91844,0.20685,-0.03765
349310589 0.91780,0.21108,-0.04015
349315645 0.91757,0.20598,-0.04256
349320223 0.91612,0.20199,-0.03932
349325047 0.91466,0.20929,-0.03716
349329622 0.91365,0.21131,-0.03988
349334445 0.91506,0.20001,-0.03880
349339021 0.91286,0.20840,-0.04108
349343847 0.91325,0.19921,-0.03583
349348424 0.91827,0.19485,-0.03804
349352998 0.91593,0.20093,-0.03562
349357821 0.91759,0.19459,-0.03705
349362395 0.92252,0.19213,-0.03656
349367219 0.92456,0.19798,-0.03515
349371793 0.92435,0.19775,-0.03589
349376619 0.92653,0.19500,-0.03317
349381674 0.92501,0.19816,-0.03220
349386498 0.92589,0.19380,-0.03463
349391074 0.92956,0.19401,-0.03269
349395647 0.93548,0.19517,-0.02978
349400470 0.93733,0.18948,-0.02728
349405043 0.94134,0.18692,-0.02212
349409865 0.94090,0.18101,-0.02083
349414434 0.94799,0.17659,-0.02035
349419252 0.94805,0.16963,-0.01610
349423821 0.95194,0.16471,-0.01510
349428389 0.95668,0.17209,-0.01593
349433206 0.95299,0.17771,-0.01547
349437774 0.95367,0.17253,-0.01370
349442592 0.95047,0.17739,-0.01200
349447642 0.94746,0.18329,-0.01278
349452462 0.94511,0.17907,-0.01051
349457035 0.94219,0.17729,-0.00801
349461607 0.94056,0.18314,-0.00658
349466428 0.93871,0.17248,-0.00106
349471003 0.93451,0.16884,-0.00297
349475823 0.93558,0.17591,-0.00107
349480396 0.93881,0.17033,-0.00350
349485217 0.93842,0.16862,-0.00398
349489789 0.94077,0.16731,-0.00004
349494360 0.93758,0.16694,-0.00543
349499179 0.93852,0.16645,-0.00543
349503750 0.93979,0.15835,-0.00488
349508570 0.93867,0.16310,-0.00885
349513622 0.94000,0.15903,-0.01350
349518443 0.94064,0.16031,-0.01573
349523010 0.94159,0.15992,-0.02016
349527830 0.94182,0.15458,-0.02257
349532400 0.94011,0.15160,-0.02106
349536969 0.93947,0.15592,-0.02798
349541788 0.94328,0.15298,-0.02798
349546359 0.93697,0.15555,-0.03337
349551178 0.93934,0.14837,-0.02988
349555747 0.93953,0.15484,-0.03461
349560566 0.94021,0.15506,-0.03339
349565137 0.93949,0.15585,-0.03561
349569707 0.93934,0.15926,-0.03465
349574525 0.93870,0.15805,-0.03562
349579575 0.94087,0.15587,-0.03660
349584394 0.93904,0.15557,-0.03412
349588964 0.93829,0.16225,-0.03713
349593788 0.93576,0.15717,-0.04002
349598362 0.93597,0.15763,-0.03880
349602932 0.93432,0.15324,-0.03998
349607754 0.93657,0.14912,-0.04168
349612329 0.93582,0.15598,-0.04173
349617146 0.93692,0.16228,-0.03860
349621716 0.93419,0.15646,-0.04124
349626535 0.93391,0.15737,-0.03829
349631103 0.93641,0.15807,-0.03634
349635676 0.93574,0.15759,-0.03683
349640498 0.93649,0.15066,-0.03382
349645068 0.94242,0.15154,-0.02944
349650368 0.94653,0.15241,-0.03513
349654939 0.94775,0.15064,-0.03291
349659758 0.94931,0.14645,-0.03140
349664328 0.95007,0.15551,-0.03100
349669148 0.94912,0.15078,-0.02799
349673721 0.94835,0.14732,-0.02648
349678293 0.94590,0.15067,-0.02305
349683115 0.94189,0.14229,-0.02098
349687688 0.93890,0.14758,-0.01658
349692510 0.93534,0.14460,-0.01481
349697082 0.92925,0.14721,-0.01111
349701908 0.92826,0.14886,-0.00816
349706480 0.92325,0.14752,-0.00320
349711055 0.92148,0.15124,-0.00519
349716355 0.91880,0.14951,-0.00466
349720925 0.91882,0.15443,-0.00569
349725742 0.92271,0.16018,-0.01069
349730313 0.92230,0.15382,-0.01112
349735134 0.92666,0.15412,-0.01361
349739709 0.92944,0.15366,-0.01486
349744283 0.93485,0.15076,-0.01659
349749106 0.93465,0.15549,-0.01958
349753674 0.93345,0.15133,-0.02003
349758496 0.93604,0.14984,-0.01905
349763067 0.93445,0.14964,-0.02100
349767885 0.93283,0.14992,-0.02296
349772460 0.92848,0.14425,-0.02141
349777034 0.92823,0.13937,-0.02235
349782340 0.92798,0.14531,-0.02486
349786915 0.92915,0.13942,-0.02481
349791735 0.92589,0.13532,-0.02771
349796310 0.93021,0.13626,-0.02578
349801131 0.93063,0.13736,-0.03120
349805700 0.93423,0.13908,-0.03124
349810515 0.93517,0.13860,-0.03173
349815086 0.93717,0.14045,-0.03791
349819656 0.94443,0.13211,-0.03715
349824472 0.94367,0.12853,-0.04154
349829042 0.95173,0.12810,-0.04405
349833860 0.95842,0.12766,-0.04605
349838429 0.96139,0.12814,-0.04558
349843246 0.96231,0.12816,-0.04657
349848295 0.96714,0.12274,-0.04508
349852867 0.97257,0.11944,-0.05099
349857690 0.97328,0.12436,-0.05178
349862262 0.97001,0.12008,-0.04655
349867083 0.97052,0.12432,-0.05004
349871654 0.97004,0.12480,-0.04954
349876475 0.97073,0.12481,-0.05004
349881045 0.96705,0.11961,-0.04751
349885616 0.96408,0.11912,-0.04749
349890436 0.96171,0.12084,-0.04798
349895006 0.95825,0.12613,-0.04358
349899826 0.95458,0.12612,-0.04306
349904396 0.95583,0.12366,-0.04280
349909216 0.95018,0.12143,-0.04152
349913788 0.95334,0.11210,-0.04096
349919087 0.95154,0.12187,-0.03956
349923659 0.94743,0.12120,-0.04248
349928229 0.94490,0.12650,-0.03833
349933049 0.94369,0.12257,-0.03804
349937622 0.94373,0.12162,-0.03926
349942444 0.94109,0.11886,-0.03676
349947016 0.93957,0.12749,-0.03880
349951836 0.94323,0.12253,-0.03607
349956408 0.94801,0.11840,-0.03778
349960981 0.94331,0.13143,-0.03984
349965802 0.94745,0.13144,-0.04011
349970373 0.94407,0.12454,-0.03855
349975192 0.94380,0.13075,-0.04205
349979763 0.94344,0.12862,-0.04547
349985062 0.94936,0.12471,-0.04597
349989631 0.94689,0.12330,-0.04889
349994204 0.94451,0.11985,-0.04786
349999024 0.94246,0.12474,-0.04740
350003596 0.94102,0.13171,-0.05237
350008420 0.93906,0.13431,-0.04796
350012994 0.93549,0.13184,-0.04742
350017816 0.93583,0.13455,-0.04794
350022388 0.93546,0.13253,-0.04546
350026959 0.93832,0.13543,-0.04353
350031780 0.94198,0.13022,-0.04056
350036355 0.94056,0.12060,-0.03751
350041174 0.94292,0.11906,-0.03456
350045748 0.94348,0.11663,-0.03552
350051046 0.94302,0.11661,-0.03454
350055618 0.94762,0.11119,-0.03304
350060436 0.95022,0.11479,-0.02965
350065005 0.94575,0.12227,-0.02427
350069577 0.94949,0.11531,-0.01980
350074395 0.94848,0.11720,-0.01662
350078964 0.94647,0.12137,-0.01689
350083783 0.94893,0.11743,-0.01588
350088352 0.94804,0.11147,-0.01263
350093171 0.94804,0.12206,-0.01469
350097741 0.94876,0.11587,-0.01193
350102311 0.94808,0.11560,-0.01070
350107130 0.94333,0.11387,-0.01040
350111701 0.94062,0.11834,-0.01313
350117005 0.93763,0.11291,-0.01159
350121581 0.93604,0.11788,-0.01458
350126404 0.93406,0.12106,-0.01435
350130979 0.93393,0.11882,-0.01260
350135552 0.93111,0.12540,-0.01141
350140376 0.93142,0.11825,-0.00938
350144947 0.92915,0.11787,-0.01429
350149769 0.92636,0.12368,-0.01112
350154342 0.92700,0.11442,-0.01375
350159163 0.92426,0.12441,-0.01112
350163739 0.92134,0.12838,-0.01310
350168315 0.92281,0.12077,-0.01255
350173136 0.92315,0.12335,-0.00741
350177712 0.92173,0.12433,-0.00741
350183017 0.92199,0.11841,-0.00588
350187593 0.92106,0.12378,-0.00494
350192416 0.92336,0.12380,-0.00545
350196995 0.92570,0.12270,-0.00004
350201822 0.92421,0.12002,-0.00099
350206404 0.92394,0.12605,0.00363
350210986 0.92732,0.11691,0.00689
350215808 0.92809,0.12553,0.00509
350220383 0.92803,0.12161,0.00488
350225207 0.93296,0.11941,0.00462
350229785 0.93515,0.12177,0.00877
350234607 0.93354,0.12187,0.00459
350239184 0.93952,0.12152,0.00923
350243762 0.94008,0.11931,0.00950
350248591 0.94180,0.11662,0.00951
350253634 0.94344,0.11584,0.01123
350258454 0.94345,0.11018,0.01226
350263023 0.94349,0.11454,0.01468
350267845 0.94411,0.11625,0.01516
350272411 0.94127,0.12335,0.01511
350276981 0.94482,0.12078,0.02102
350281799 0.94309,0.12373,0.02026
350286369 0.94290,0.12782,0.02367
350291183 0.94137,0.13155,0.02143
350295760 0.93852,0.13345,0.02390
350300580 0.94305,0.13488,0.02582
350305150 0.93838,0.13655,0.02780
350309714 0.94005,0.14044,0.02924
350314538 0.93750,0.13552,0.03028
350319106 0.94275,0.13100,0.03521
350324406 0.93871,0.13387,0.03816
350328975 0.93783,0.13282,0.04137
350333794 0.94083,0.13255,0.04259
350338368 0.93777,0.12886,0.04289
350343187 0.93804,0.12274,0.04269
350347755 0.93689,0.12789,0.04241
350352321 0.93356,0.13061,0.04142
350357142 0.93313,0.12476,0.03975
350361712 0.93309,0.13085,0.04167
350366527 0.93089,0.12860,0.04367
350371095 0.92799,0.13186,0.03997
350375914 0.93172,0.12548,0.04074
350380485 0.92993,0.12965,0.04022
350385052 0.93101,0.12611,0.03434
350390351 0.92935,0.12199,0.03193
350394924 0.93121,0.12155,0.02995
350399744 0.93460,0.12304,0.02893
350404314 0.93686,0.11324,0.02901
350409136 0.93520,0.12503,0.02793
350413706 0.93975,0.12081,0.03040
350418278 0.93648,0.12211,0.02696
350423096 0.94030,0.11344,0.03095
350427669 0.94147,0.11808,0.03189
350432488 0.94454,0.12157,0.02938
350437058 0.94459,0.12063,0.02742
350441872 0.94524,0.12137,0.02741
350446442 0.94997,0.12893,0.02928
350451010 0.95024,0.12788,0.03224
350455827 0.94934,0.13287,0.02826
350460871 0.94628,0.13450,0.03220
350465688 0.95406,0.13522,0.03313
350470256 0.95447,0.13648,0.03164
350475072 0.95364,0.13437,0.02724
350479636 0.95312,0.13575,0.03116
350484454 0.95492,0.13674,0.03065
350489022 0.95401,0.13657,0.02721
350493590 0.95541,0.13609,0.02721
350498402 0.95562,0.13114,0.02922
350502970 0.95300,0.13338,0.02774
350507786 0.95295,0.12931,0.02310
350512353 0.95504,0.13416,0.02575
350517163 0.95303,0.12760,0.02312
350521731 0.95416,0.13320,0.02478
350526778 0.95088,0.13474,0.02134
350531596 0.95015,0.13574,0.02036
350536160 0.95116,0.13346,0.02406
350540977 0.94692,0.14144,0.01737
350545545 0.95049,0.14391,0.01684
350550363 0.94437,0.15283,0.01237
350554928 0.94537,0.15087,0.01238
350559496 0.94245,0.14939,0.01241
350564311 0.94000,0.15273,0.01682
350568878 0.94270,0.15401,0.01433
350573691 0.93836,0.15859,0.01752
350578260 0.93723,0.15296,0.01708
350583078 0.93749,0.15726,0.02246
350587652 0.93693,0.15436,0.02027
350592220 0.93512,0.15353,0.02447
350597518 0.93441,0.15401,0.02521
350602090 0.93156,0.15619,0.02619
350606914 0.92868,0.15882,0.02914
350611480 0.92333,0.16032,0.02769
350616301 0.92423,0.16074,0.03063
350620870 0.92092,0.17353,0.02857
350625689 0.92031,0.17178,0.03006
350630259 0.92244,0.17539,0.03297
350634829 0.92010,0.17673,0.02805
350639648 0.92328,0.17194,0.03398
350644218 0.91870,0.17176,0.03106
350649034 0.92063,0.16418,0.03037
350653605 0.91769,0.15780,0.03070
350658428 0.91610,0.16266,0.03214
350663004 0.91564,0.16272,0.02968
350668054 0.91242,0.16807,0.03162
350672877 0.91083,0.16208,0.03611
350677450 0.90947,0.17243,0.03357
350682272 0.90636,0.16454,0.03563
350686841 0.90594,0.16354,0.03662
350691666 0.90651,0.16650,0.03561
350696238 0.90413,0.16320,0.02975
350700815 0.90789,0.16656,0.03314
350705637 0.90670,0.16765,0.02822
350710218 0.90678,0.16567,0.02873
350715043 0.90938,0.16425,0.02676
350719619 0.90952,0.17672,0.02812
350724438 0.90948,0.17261,0.02570
350729013 0.91444,0.16947,0.02372
350734318 0.91258,0.18046,0.02536
350738896 0.91645,0.17610,0.02316
350743468 0.92006,0.17778,0.02484
350748291 0.92274,0.17411,0.02437
350752866 0.92058,0.18170,0.02505
350757692 0.92361,0.18584,0.02598
350762263 0.91963,0.18767,0.02082
350767085 0.92199,0.18095,0.02579
350771664 0.92574,0.18433,0.02795
350776238 0.92565,0.18660,0.02522
350781056 0.92727,0.18095,0.02575
350785631 0.92462,0.18389,0.02574
350790454 0.92480,0.17943,0.02800
350795026 0.92677,0.18193,0.02575
350799840 0.92614,0.18589,0.02375
350804887 0.92850,0.18434,0.02744
350809454 0.92903,0.18298,0.02277
350814272 0.92866,0.18072,0.02525
350818839 0.92992,0.18337,0.02719
350823658 0.93074,0.18590,0.02347
350828225 0.93237,0.18005,0.02204
350833038 0.93243,0.18399,0.02151
350837600 0.93212,0.18600,0.01903
350842167 0.93081,0.18956,0.02442
350846983 0.93252,0.18715,0.02271
350851549 0.93464,0.18592,0.02296
350856363 0.93293,0.18852,0.01605
350860930 0.93817,0.18943,0.01946
350865747 0.93749,0.18943,0.01946
350870316 0.93991,0.18652,0.01824
350875609 0.94143,0.18846,0.01920
350880178 0.94162,0.18398,0.02194
350884747 0.94228,0.18516,0.01307
350889564 0.94250,0.18506,0.01750
350894130 0.94273,0.19051,0.01499
350898951 0.94062,0.19149,0.01499
350903522 0.94073,0.18907,0.01354
350908340 0.94055,0.19321,0.01498
350912902 0.94208,0.18950,0.01648
350917468 0.94303,0.19416,0.01643
350922283 0.94029,0.18853,0.01601
350926848 0.93839,0.18998,0.01650
350931658 0.93978,0.18945,0.01846
350936222 0.93837,0.19010,0.02216
350941515 0.93787,0.19109,0.02190
350946077 0.93977,0.18959,0.02338
350950637 0.93958,0.19388,0.02876
350955451 0.93945,0.18635,0.02563
350960016 0.93801,0.18746,0.03079
350964829 0.93905,0.18479,0.02983
350969391 0.93463,0.19110,0.03226
350974204 0.94044,0.18968,0.03027
350978771 0.93198,0.18867,0.03131
350983338 0.93324,0.18625,0.02985
350988153 0.93263,0.18420,0.03430
350992728 0.93211,0.18579,0.02888
350997553 0.92917,0.18992,0.03034
351002131 0.92833,0.18817,0.03183
351006954 0.92653,0.18724,0.02939
351012010 0.92722,0.18182,0.03091
351016837 0.92890,0.19087,0.03180
351021413 0.92907,0.19243,0.02761
351025986 0.92611,0.19161,0.03132
351030809 0.92636,0.19120,0.02788
351035384 0.92953,0.19234,0.03179
351040209 0.93017,0.18817,0.03182
351044784 0.92982,0.19089,0.03081
351049610 0.92724,0.19208,0.03230
351054191 0.92925,0.18826,0.02764
351058766 0.93049,0.19140,0.02982
351063588 0.92992,0.18868,0.03083
351068162 0.93098,0.19059,0.03327
351072987 0.93238,0.19001,0.03720
351078042 0.93111,0.19276,0.03473
351082861 0.93243,0.19390,0.03864
351087435 0.93073,0.19065,0.04164
351092010 0.93205,0.19212,0.04186
351096835 0.92930,0.19729,0.04060
351101408 0.93016,0.19851,0.04083
351106233 0.92510,0.19881,0.03815
351110812 0.92751,0.19603,0.04185
351115640 0.92726,0.19108,0.04411
351120216 0.92705,0.19601,0.04309
351124794 0.92646,0.19894,0.04331
351129621 0.92551,0.19969,0.04257
351134199 0.92466,0.19825,0.04111
351139020 0.92582,0.19268,0.03820
351143594 0.92424,0.19723,0.04309
351148898 0.92384,0.19608,0.03966
351153472 0.92301,0.19917,0.04407
351158294 0.92247,0.19582,0.04041
351162869 0.92418,0.19879,0.03914
351167445 0.92068,0.19456,0.04166
351172274 0.92105,0.19683,0.03869
351176845 0.92287,0.19701,0.04187
351181667 0.92210,0.18850,0.03876
351186239 0.91924,0.19611,0.03822
351191060 0.92095,0.18843,0.04172
351195629 0.92269,0.19065,0.04120
351200201 0.92413,0.18923,0.03923
351205022 0.92155,0.19037,0.04293
351209594 0.92200,0.19063,0.04218
351214416 0.92357,0.19132,0.04414
351219469 0.92056,0.18670,0.04272
351224290 0.92228,0.18938,0.04342
351228861 0.91708,0.19287,0.04047
351233427 0.91479,0.19255,0.04369
351238244 0.91168,0.19525,0.04344
351242815 0.91225,0.19814,0.04587
351247633 0.91262,0.20011,0.04536
351252200 0.91182,0.19738,0.04711
351257019 0.91351,0.19006,0.04544
351261590 0.91411,0.18684,0.04719
351266159 0.91601,0.18527,0.05162
351270973 0.91673,0.17944,0.04921
351275543 0.91900,0.17994,0.04919
351280363 0.92025,0.18281,0.05211
351285409 0.91735,0.18627,0.05062
351290222 0.91741,0.18480,0.05063
351294789 0.91797,0.18779,0.04863
351299607 0.91308,0.18922,0.05013
351304173 0.91577,0.19094,0.05009
351308737 0.91437,0.19140,0.05157
351313554 0.91490,0.18968,0.05159
351318119 0.91894,0.19182,0.05499
351322936 0.91902,0.18983,0.05599
351327502 0.91986,0.18641,0.05552
351332322 0.92158,0.18911,0.05549
351336893 0.92199,0.19033,0.05596
351341465 0.92197,0.19079,0.05694
351346279 0.92375,0.18691,0.05549
351350847 0.92351,0.18714,0.05598
351356141 0.92442,0.19246,0.05937
351360704 0.92682,0.19038,0.05347
351365518 0.92788,0.18687,0.05743
351370084 0.92741,0.18703,0.06113
351374652 0.92905,0.18643,0.05497
351379466 0.92688,0.18888,0.05496
351384031 0.92497,0.19024,0.05988
351388845 0.92700,0.18614,0.05695
351393412 0.92739,0.18759,0.05792
351398229 0.92438,0.18264,0.05995
351402794 0.92373,0.18698,0.06336
351407360 0.92561,0.18603,0.06213
